_id;_isbn;_title;_description
102891;9780412459306;Food and Feed from Legumes and Oilseeds;Oilseeds and legumes provide a significant proportion of the protein and energy requirements of the world population. This important new book provides comprehensive details of the main oil seed and legume crops focusing particularly on the nutritional aspects of these crops which are, or have the potential to be, more widely exploited in developing countries where are or have the potential to be, more widely exploited in developing countries where protein and energy malnutrition continue to escalate. The predicted rapid rise of populations in many world regions which are increasingly vulnerable to food shortages means that a full knowledge of the nutritional significance of available crops is vital in helping to prevent potential calamities. Food and Feed from Legumes and Oil Seeds has been written by a team of international contributors, each with direct experience of these important crops and their nutritional merits, and the editors are both international experts in the crops covered. This book will become of great value to nutritionists, food and feed scientists and technologists, agricultural scientists and all those involved with overseas developments and food aid organizations.
98224;9781461376811;Fundamentals of Clinical Practice;Fundamentals of Clinical Practice is an introductory textbook focusing on the patient­ physician relationship. Formerly closeted behind closed doors, this most intimate of healing relationships is coming under increasing scientific scrutiny. Physicians and other healthcare providers are beginning to understand the critical importance of this relation­ ship to the health of patients, as well as to larger societal relationships, systems, and values. To facilitate the reader's exploration of the patient-physician relationship, all chap­ ters include numerous illustrative cases and conclude with cases for discussion that allow small groups of learners to tackle these difficult issues. Our hypothesis is that through discussion a deeper understanding of the dynamics of the patient-physician relationship will allow medical students and other future healthcare providers to form more effective therapeutic relationships with their patients. Part I of this textbook,  The Patient,  explores the relationship through the patient's perspective, with chapters on human health and disease and individual and family devel­ opment. Understanding the patient's perspective is critical to establishing a sound thera­ peutic relationship. The day when a physician could maintain solely a disease or techno­ logical perspective is fading fast under the weight of patient criticism, particularly in primary care fields. Patients judge such a disease or technological perspective as less humane and frequently vote with their feet, finding other physicians who are much better able to balance the caring aspects of medicine with the curing.
92783;9780412993312;Biosyntheses;This book emphasizes the importance of microbial physiology, biochemistry, genetics, and evolution in the study of biosynthesis. It takes into account the considerable advances made in the field in the last twenty years by the introduction of gene cloning and sequencing and by the exponential development of physical methods such as X-ray crystallography of proteins.
103628;9781461348962;Proteomics and Nanocrystallography;The book addresses the most recent developments in structural and functional proteomics underlying the recent contributions given in these areas by our laboratory to the instrumentations, the methods and the procedures as mutuated from the nanoscale sciences and technologies. These developments introduced in the last few years make now possible protein massive identification (mass spectrometry and biomolecular arrays down to nanoamounts) and protein structural characterization in solution and in crystals down to the atomic scale to an extent and to a degree so far unmatched. Emphasis is placed in the growth by nanobiofilm template of protein crystals of any type and size from millimeter to micron, leading in combination with microfocus synchrotron technology and atomic force microscopy to the definition of a new field called nanocrystallography. The few useful examples being shown, concerning yet structurally unsolved proteins, point this very promising approach nanotechnology-based in structural proteomics using highly focused X-rays. This has not to be confused with the important study of nanocrystals, both organic and inorganic, and novel diamond like nanocomposite materials and devices having 3D protein crystals as matrices to be equilibrated with nanoparticles/gold/silver to be utilized in the most diversified electronic applications here also summarized. vii Acknowledgments We are particularly grateful to Giuseppe Zanotti at the University of Padova for his fundamental collaboration during all the crystallographic studies.
63188;9783709163849;Artificial Neural Nets and Genetic Algorithms;From the contents: Neural networks – theory and applications: NNs (= neural networks) classifier on continuous data domains– quantum associative memory – a new class of neuron-like discrete filters to image processing – modular NNs for improving generalisation properties – presynaptic inhibition modelling for image processing application – NN recognition system for a curvature primal sketch – NN based nonlinear temporal-spatial noise rejection system – relaxation rate for improving Hopfield network – Oja's NN and influence of the learning gain on its dynamics Genetic algorithms – theory and applications: transposition: a biological-inspired mechanism to use with GAs (= genetic algorithms) – GA for decision tree induction – optimising decision classifications using GAs – scheduling tasks with intertask communication onto multiprocessors by GAs – design of robust networks with GA – effect of degenerate coding on GAs – multiple traffic signal control using a GA – evolving musical harmonisation – niched-penalty approach for constraint handling in GAs – GA with dynamic population size – GA with dynamic niche clustering for multimodal function optimisation Soft computing and uncertainty: self-adaptation of evolutionary constructed decision trees by information spreading – evolutionary programming of near optimal NNs
63277;9780387987194;A History of the Mind;This book is a tour-de-force on how human consciousness may have evolved. From the  phantom pain  experienced by people who have lost their limbs to the uncanny faculty of  blindsight,  Humphrey argues that raw sensations are central to all conscious states and that consciousness must have evolved, just like all other mental faculties, over time from our ancestors' bodily responses to pain and pleasure. '
222107;9789400748194;Systems Biology in Cancer Research and Drug Discovery;Systems Biology in Cancer Research and Drug Discovery provides a unique collection of chapters, by world-class researchers, describing the use of integrated systems biology and network modeling in the cancer field where traditional tools have failed to deliver expected promise. This book touches four applications/aspects of systems biology (i) in understanding aberrant signaling in cancer (ii) in identifying biomarkers and prognostic markers especially focused on angiogenesis pathways (iii) in unwinding microRNAs complexity and (iv) in anticancer drug discovery and in clinical trial design. This book reviews the state-of-the-art knowledge and touches upon cutting edge newer and improved applications especially in the area of network modeling. It is aimed at an audience ranging from students, academics, basic researcher and clinicians in cancer research. This book is expected to benefit the field of translational cancer medicine by bridging the gap between basic researchers, computational biologists and clinicians who have one ultimate goal and that is to defeat cancer.
116664;9789067041270;Minority Rights in Europe:European Minorities and Languages;According to some sources there are around 5,000 national minority groups living in the contemporary world, and about 3,000 linguistic groups. However, this is probably a discretionary assessment as it seems that there are no exact figures with respect to the number and size of minority groups. The existing estimates are usually based on different and sometimes not very clear criteria and mostly take into account those groups and numbers which are the result of the individual choice of a person and are not based exclusively on the objective differences. Notwithstanding this, a brief calculation would indicate that in Western Europe 14. 7% of the total population belongs to minority groups, and the same percentage exists in the Central and Eastern European region - 14. 7%, whereas in the countries belonging to the Commonwealth of Independent States this percentage is slightly higher - at 18. 9%. Throughout the history of the European continent minorities have had a significant impact on political stability and security. Currently, most of the situations of internal tension as well as conflicts, whether internal or international, involve inter-ethnic relations. Thus the international community at large and - for the European minorities more importantly - the European institutions have placed minority issues high on their 'agenda.
116621;9789067041393;Regional Trade Agreements in the GATT/WTO:Artical XXIV and the Internal Trade Requirement;The economic theory of Preferential Trade Agreements (PTAs), or discriminatory trade liberalization for and among a subset ofnations, was first analyzed with fun­ damental and startling insight by Jacob Viner (1950). He destroyed the intuition that any move towards free trade was welfare-enhancing, for the country itself or for the world, or for both. He introduced us memorably to the notion of trade di­ verting -- and here, he meant not diversion in the old and approving sense of en­ tertainment but in the modern and castigating sense ofdistorting - Free Trade Ar­ eas (FTAs) and Customs Unions (CUs). In other words, in the economists'jargon, discriminatory approaches to freeing trade were not monotonically welfare-im­ proving. The legal scholars of GATT and trade law, chiefly the giants Robert Hudec, John Jackson and Kenneth Dam in the United States, were quick to follow suit. Their classic writings on Article XXIV ofthe GATT,which provides an exception to the MFN obligation for contracting parties provided they go all the way and cre­ ate FTAs and CUs which are supposed to reduce internal trade barriers fully rath­ er than settle for a lesser preferential arrangement, are still a pleasure to read. They are in the best tradition of a creative interaction between the economic and the le­ gal disciplines. Indeed, today, as my own work with Robert Hudec, resulting in a major two-volume publication by MIT Press underlines, that interaction has be­ come yet more profound.
47182;9780387945712;Essential AutoLISP®;AutoCAD is the most widely used computer-aided design package in the world. Underneath AutoCAD is a powerful computing language called AutoLISP. This language is designed to automate many functions of AutoCAD. This book is a hands-on introduction to AutoLISP and its applications. AutoLISP is a unique and powerful language that allows you to write, debug, and modify programs extremely quickly, once you understand how the language itself works. Part I contains an easy-to-learn pictorial representation for data and code, a tool used to easily solve problems otherwise approached through trial and error method. Essential AutoLISP is the only book in its field that uses the pictorial representation. Part II is devoted to learning how AutoLISP processes the code entered. Part V not only explains the causes of most common error messages and how to solve them, but examines many other errors that don't necessarily give messages.
40535;9783642782237;Amlodipine; Those who choose to increase their knowledge still further by reading ... will discover an exciting new world.   NOEL WHITTAKER, in  Making Money Made Simple  1989. The development of calcium antagonists has recently been described as representing  one of the major advances in cardiovascular thera­ peutics of the latter half of the twentieth century  (Braunwald, 1990). However, although the development of these drugs started in the mid­ nineteen sixties it is only recently that their real potential has begun to be appreciated. Even now the calcium antagonist saga is not complete, since new compounds continue to appear and new therapeutic applica­ tions emerge. Based on the experience gained in the clinics in which these drugs have been used recognition is being given now to the need to improve upon the prototypes of the group. Such improvement is resulting in the development and production not only of long-acting formulations of the prototypes (nifedipine, verapamil and diltiazem) but also of new calcium antagonists with improved tissue selectivity, potency and duration of action. To those of us who are interested in this field such a development is both exciting and rewarding. As far as the clinicians who prescribe these drugs are concerned the long-acting nature of some of the newer calcium antagonists should make the satisfactory management of their patients an achievable goal.
138106;9789401776813;A Journey through Statistical Physics;This book contains selected papers of Jürg Fröhlich, one of the most outstanding mathematical physicists of our time, on the subject of statistical mechanics. In an extensive introduction, Jürg Fröhlich sets his results into a wider context and gives precious information on the genesis of his work from both a historical and a methodological perspective. It is not only an overview of current and future research directions in statistical mechanics, but also relates this subject with other branches of contemporary physics and mathematics. All papers in this collection bear Jürg Fröhlich’s signature in terms of a delicate balance between mathematical rigor and physical significance. They cover thirty years of his work on statistical physics, ranging from the most basic foundational questions in atomism and thermodynamics via the description of phase transitions and critical phenomena up to disordered systems and the study of many-body systems in condensed matter physics, including the quantum Hall effect. The wide range of topics covered in this compendium reflects the breadth of Jürg Fröhlich’s interests, and the last chapters reveal an outlook towards some of his more recent research areas.
8504;9783540072294;Patch Testing;The patch test (epicutaneous test) and photo patch test are used to clarify the etiology and diagnosis of allergic as well as light-potentiated contact der­ matitis. The patch test must be correlated with historic data and physical ex­ amination. Contact dermatitis constitutes a significant proportion (5%-15%) of the dis­ eases at dermatologic clinics. If the results are to be reliable, patch tests should be performed properly and the technique should not be varied in an arbitrary manner. The examiner should adhere strictly to the standard procedure so as to understand its possibilities and its limitations. Interpretation of the actual patch test reactions places high demands on the experience and skill of the examiner and on his knowledge of chemistry and pharmacology. This monograph is concerned only with the patch test method used to demonstrate the existence of contact allergy and light-potentiated contact allergy. It does not describe the  prophetic patch test  ( predictive patch test ), which is used to demonstrate the sensitizing capacity of a substance. The terminology in the text is that recommended by the International Con­ tact Dermatitis Research Group. (In this book dermatitis = eczema.) 1.2 Historic Development Joseph Jadassohn devised the epicutaneous test. In 1895 he tested a syphilitic patient who developed a cutaneous eruption after treatment with mercury ointment.
105927;9780387300443;Process Assessment and Improvement;Process Assessment and Improvement: A Practical Guide, Second Edition, provides a powerful and practical approach to improving organizations through process assessment, combined with people factors such as organizational culture and team-based improvement. Originally published in 2004 as the first practical guide to the emerging ISO/IEC 15504 standard, this second edition presents an updated version of process assessments and includes new risk methods. This guide also offers a separate reference book entitled Process Assessment and ISO/IEC 15504: A Reference Book. Process Assessment and Improvement: A Practical Guide, Second Edition, covers three major business reasons for process assessment: setting Target Profiles, Process Capability Determination, and Process Improvement.  Also provided are figures on the costs of poor quality and the benefits of improvement for organizations involved in software and IT. The comprehensive improvement programs and agile improvement methodologies presented in this book are grounded in successful practices employed in world class organizations. Useful examples, templates and tools are included. Process Assessment and Improvement: A Practical Guide, Second Edition, is designed for a professional audience composed of researchers, libraries and practitioners in industry.  This guide is suitable for graduate-level students in computer science and engineering as well.  
126517;9781573402170;Atlas of Echocardiography;Echocardiography has become the premier diagnostic imaging modality in clinical cardiology, and continues to push the frontiers of science through newer techniques, such as three-dimensional imaging, contrast imaging, tissue Doppler imaging. The Atlas of Echocardiography is dedicated to techniques and protocols, hemodynamics and physics. It covers anatomic and flow applications in disease states, the role of echocardiography in clinical situations such as intensive care units or operating rooms, and finally targeted imaging, which is an exciting developing application.
107649;9781461358473;Computerized Food Processing Operations;This book is designed to explain and illustrate how food processing op­ erations can be made more efficient and profitable through the application of computers in the laboratory, pilot plant, and production plant floor of industrial food processing plants. It is intended to provide a sufficient un­ derstanding of how computer system concepts can be applied to food pro­ cessing operations to permit technical managers, with the assistance of food engineering professionals, to identify, develop, and implement com­ puter applications to meet their own specific needs. The book should also serve as a useful text or guide for students in food engineering or food technology seeking a practical course on food process automation at the undergraduate-graduate level interface. The material covered includes the use of microcomputers for automated data acquisition and analysis in the laboratory and pilot plant, followed by the use of computer-based process control systems on the production plant floor. Higher-level applications are also included to illustrate the use of engineering software containing mathematical models for computer simulation, optimization, and intelligent on-line control of specific food processing unit operations.
87885;9789401019231;Conduction and breakdown in dielectric liquids;The aim of the 5th international conference on conduction and breakdown of dielectric liquids is the same as that of the preceding conferences, namely to have a forum where all experts in this vast field can meet, can present their latest results and can exchange their ideas. It comes within this framework that the subjects of this conference cover the whole field of conduction and breakdown of polar and non polar liquids, including cryogenic liquids. In comparison with many other international conferences this is a relatively small one. This fact has the great advantage that all participants can be lodged in the congress centre  De Leeuwenhorst  at Noordwijkerhout. The result is that everybody who wants to talk about a problem with a colleague can easily contact him and make an appointment. When the organizing committee, whose members are J.M. Goldschvartz, chairman, A.K. Niessen and W.Boone began their task, the first idea was to organize the conference in the Aula complex of the Delft University of Technology, since the conference is sponsored by the Department of Applied Physics of the university. Then the participants had to be lodged not only in Delft but also in surrounding towns as the number of hotel beds in Delft is very limited. Thus, the decision to move into  De Leeuwenhorst  was practical and wise.
88035;9789400964150;QSAR in Environmental Toxicology;Ever since Rachel Carson's Silent Spring, we have generally become aware of environmental contaminants and their effects on the ecosystem. The findin~ of PCB's in fish by Soren Jensen in Sweden, the recognition of mirex as contaminant in fish from Lake Ontario, and the discoveries of contaminant laden leachates from dumpsites such as the Love Canal have become milestones in the search for and charac­ terization of contaminants in our environment. At this time, the problem no longer is so much the identifi­ cation of contaminants and their sources. Rather, we are now faced with solving questions on the fates and effects of such compounds. This includes the search for mechanisms to deal effectively with the large number of chemicals already found in water, air and biota. One of such time and cost saving scientific avenues is the field of quantitative structure-activity correlations for the prediction of the environmental behavior and effects of compounds.
83491;9780792339588;The Centenary of a Paper on Slow Viscous Flow by the Physicist H.A. Lorentz;This book commemorates the appearance one hundred years ago of a paper on slow viscous flow, written by the physicist and Nobel laureate H.A. Lorentz. Although Lorentz is not remembered by most as a fluid dynamicist - indeed, his fame rests primarily on his contributions to the theory of electrons, electrodynamics and early developments in relativity - his fluid-mechanics paper of 1896 contains many ideas which have remained important in fluid mechanics to this very day. In that short paper he put forward his reciprocal theorem (an integral-equation formulation which is used extensively nowadays in boundary-element calculations) and his reflection theorem. Furthermore, he must be credited with the invention of the stokeslet.  The contributors to this book have all made their mark in slow viscous flow. Each of these authors highlights further developments of one of Lorentz's ideas. There are applications in sintering, micropolar fluids, bubbles, locomotion of microorganisms, non-Newtonian fluids, drag calculations, etc. Other contributions are of a more theoretical nature, such as the flow due to an array of stokeslets, the interaction between a drop and a particle, the interaction of a particle and a vortex, the reflection theorem for other geometries, a disk moving along a wall and a higher-order investigation.  Lorentz's paper of 1896 is also included in an English translation. An introductory paper puts Lorentz's work in fluid mechanics in a wider perspective. His other great venture in fluid mechanics - his theoretical modelling on the enclosure of the Zuyderzee - is also discussed. The introduction also presents a short description of Lorentz's life and times. It was Albert Einstein who said of Lorentz that he was `...the greatest and noblest man of our time'.
4470;9783642697777;Environmental Research and Protection;Inorganic chemical pollutants such as S02 and NO. , which also act as the major precursors of acid rain, as well as ecotoxic heavy metals and metalloids (cadmium, lead, mercury, copper, zinc, nickel, chromium, arsenic, selenium etc. ) have gained considerable significance as regards the ecotoxic burden on vegetation, soil and natural waters, and as air pollutants. The rapid increase that has recently been noticed in severe damage to forests has suddenly aroused public interest in the ever-growing problem of inorganic chemical pollutants to a hitherto unknown extent, especially as in addition to the damage to vegetation, this also constitutes a growing hazard for man via food chains. Research on the level, fate and transfer as well as on the ecotoxic and toxic impact of inorganic pollutants has therefore gained considerable significance in science and furthermore as a sound scientific basis for relevant environmental protection regulations, in research politics and in public awareness.
110128;9784431253723;Learning from Design Failures;Learn from past mistakes to avoid repeating them in the future: more easily said than done. Especially in Japan, where keeping face has great social value, failures tend to be hidden and left unexplained. Yotaro Hatamura and 40 others who studied in his laboratory put together this eye-opening book that analyzes more than 100 cases of failures, with the information arranged so that readers can easily understand what happened, why, and how not to repeat the mistakes. The cases covered here range from those from the writers own experience to catastrophes well known worldwide. The book lays the foundation for what is now called Shippaigaku, the way to research accidents, scandals, and other failures to uncover the root cause, reveal the scenario that led to the unwanted event, describe what happened so readers can clearly repeat the steps in their mind, and propose ways to avoid those mistakes in the future. Engineering designers and managers will shape their knowledge into real skills by learning from others failures. 
95369;9781461550914;Business Process Engineering;Due to growing concern about the competitiveness of industry in the international marketplace and the efficiency ofgovernment enterprises, widespread initiatives are currently underway to enhance thecompetitive posture offirms and to streamline government operations. Nearly all enterprises are engaged in assessing ways in which their productivity, product quality and operations can be improved. These efforts canbe described as Business Process Engineering (BPE). BPE had its roots in industry under differing titIes: Process Improvement, Process Simplification, Process Innovation, Reengineering, etc. It has matured to be an important ingredient of successful enterprises in the private and public sectors. After extensive exploitation by industrial and governmental practitioners and consultants, it is attracting increasing attention from academics in the fields of engineering and business. However, even with all of this attention in the popular literature, serious scholarly literature on BPE is in short supply. TItis is somewhat surprising, especially since so many large international organizations have attempted BPE projectswith varied success.
79128;9783211208182;Geometric Modelling;In 19 articles presented by leading experts in the field of geometric modelling the state-of-the-art on representing, modeling, and analyzing curves, surfaces as well as other 3-dimensional geometry is given. The range of applications include CAD/CAM-systems, computer graphics, scientific visualization, virtual reality, simulation and medical imaging. The content of this book is based on selected lectures given at a workshop held at IBFI Schloss Dagstuhl, Germany. Topics treated are: – curve and surface modelling – non-manifold modelling in CAD – multiresolution analysis of complex geometric models – surface reconstruction – variational design – computational geometry of curves and surfaces – 3D meshing – geometric modelling for scientific visualization – geometric models for biomedical applications
166518;9781461447795;Addressing Unhealthy Alcohol Use in Primary Care;While there is a wealth of published information on addiction medicine, the psychological aspects of alcohol abuse, and behavioral medicine with regard to addiction, virtually none of the existing resources were written with the primary care provider in mind.  Addressing Unhealthy Alcohol Use in Primary Care is a handy reference for primary care clinicians who are confronted by patients with these problems daily, and who wish to successfully address these issues in their practice.  Focusing on the literature and science relevant to practicing providers, this book covers the range of interventions appropriate for this setting.  Topics include assessment, brief counseling interventions, pharmacotherapy, referrals to both specialty care and Alcoholics Anonymous (and other self-help programs), psychiatric comorbidity and other drug use, and other information specific to the needs of the primary care clinician.  The vast majority of people with health risks and consequences related to alcohol use receive little to no attention from healthcare, despite the fact that alcohol is a leading cause of early preventable death.  This book is a guide to identifying and addressing unhealthy alcohol use in hopes of improving the lives of patients.
223535;9781461449034;The Dawn Mission to Minor Planets 4 Vesta and 1 Ceres;DAWN is the first mission to orbit a main belt asteroid and the first scientific mission to use ion propulsion.  Major objectives of this mission include mapping of the surfaces of 4 Vesta and 1 Ceres,  determining its topography from stereo measurements, determining its mineralogy, measuring its elemental composition and obtaining  gravity data.  This book describes the DAWN mission, its exploration and scientific objectives, the instruments that accomplish those objectives, the operations plan and the education and outreach plan.  It is directed to those studying asteroids and the evolution of the solar system.  This volume will be a valuable reference for anyone who uses data from the instruments of the DAWN mission. Previously published in Space Science Reviews, Vol. 163/1-4, 2011.
126226;9781573402231;Essential Atlas of Nephrology & Hypertension;This volume of the Essential Atlas of Nephrology and Hypertension contains approximately 1,000 highly detailed images and illustrations that insight and understanding for virtually every area of nephrology and hypertension.   The images, and the in-depth explanatory notes for each, were contributed by more 60 international authorities across a range of medical specialties. The nine chapters include information on the latest advances in immunopathology, interstitial nephritis and hereditary renal diseases, and systemic diseases, among other topics.   Examples of the nine chapters include Dr. Joseph Bonventre's  Acute Renal Failure,  Dr. Arthur Cohen and Dr. Richard Glassock's  Glomerular and Vascular Disorders,  and Dr. Paul Miller and Dr. William Huffer's  Renal Osteodystrophy.  
93298;9781851666812;Environmental Modelling;This book comprises of the edited proceedings of a seminar on environmental modelling. It provides a comprehensive overview of current environmental problems and the progress achieved in their numerical simulation.
107618;9781461521037;Fruit Processing;Fruit and fruit products, in all their many varieties and variations, are major world commodities and part of the economic life blood of many countries, particularly in the developing world. The perception of the healthy nature of fruit is a major reason for its increased consumption in the developed world, and many consumers today find a wider selection of fruit varieties, available at all times of the year, than ever before. This volume, however, is not so much concerned with fresh fruit as those principal areas of processing to which it may be subjected. Fruit processing arose as a means of utilising a short-lived product and preserving its essential nutritional qualities as far as possible. A chapter on the nutritional aspects of fruit is included in this work to reflect the importance of this topic to most consumers. After a general introduction, the chapter on fruit storage is the only contribution which deals with a process from which fruit emerges in essentially the same physical condition. Beyond that the book sets out to cover most of the major areas in which fruit may be processed into forms which bear varying semblances to the original raw material.
87950;9789401054188;Simulation of Thermal Systems;The events leading up to the publication of this book started effectively in 1976 with the exchange of information between those modelling teams in Europe which were involved in the R&D-programme on Solar Energy of the Commission. When it became clear that the availability of experimental datafor model validation wm next to nothing, the Commission took the initiative to support in the frame of the Solar Energy R&D-programme the construction of Solar Pilot Test Facilities on eight sites in Europe. Each experimental facility consisted of two real solar heating systems with collectors, storage, controls, and msociated piping, but with the dwelling thermal distribution system replaced by a physical load simulator. One of the two systems on each site wm a reference system and wm identical for the eight participating teams. The simulator wm capable of producing a typical themalload for a house, interactive with the actual weather, and took into account the effects of the occupants. With datafrom these facilities not only were national simulation programs validated, but also the meanwhile commonly accepted modular structured European program EMGPl wm validated. EMGPl, which only could be run on a mainframe computer or under special conditions on a mini-computer,formed in tum the bmis for the development of EURSOL andEMGP3.EMGP3 is an improved userjriendly programpackagejorpersonal computers derived jrom EMGPl and includes a unique and user jriendly preprocessor.
82652;9789401058735;StarGuides 2001;StarGuides 2001 is the enlarged and updated version of a long line of directories published since 1978 (see e.g. Heck 1995 & 1997) and gathering together all practical data available on associations, societies, scientific committees, agencies, companies, institutions, universities, etc., and more generally organizations, involved in astronomy and space sciences. Many other types of entries have also been included such as academies, advisory and expert committees, bibliographic services, consultants, data and documentation centres, dealers, distributors, funding agencies and organizations, journals, manufacturers, meteorological services, museums, norms and standards offices, planetariums, public observatories, publishers, research institutions in related fields, software producers and distributors, etc. Besides astronomy and space sciences, related fields such as aeronautics, aeronomy, astronautics, atmospheric sciences, chemistry, communications, computer sciences, data processing, education, electronics, energetics, engineering, environment, geodesy, geophysics, information retrieval, management, mathematics, meteoro­ logy, optics, physics, remote sensing, and so on, are also covered when justified. The basic philosophy of this directory (and of other products in the Star*s Family) is to provide practical data which one seeks to always have at ones disposal. Over the years they have proved to not only be valuable auxiliaries for improving national and international relationships, but also to be efficient tools for helping laypersons and public bodies to contact organizations easily.
94121;9781851667703;Principles of the Austenitization of Steels;This book introduces the principles of the response of steels to the austenitizing process and is intended to act as a source book for information and review purposes for metallurgists, metallurgical engineers and other materials scientists.
92202;9789400973589;Injection Moulding Materials;In order to make the subject manageable the term 'injection moulding' has been restricted in its use so that only those processes which rely on thermal softening of the polymeric materials have been described and discussed in this book. It is intended to discuss the subject of reaction injection moulding in a separate book. However, even with this omission, the subject is still a very large one as nowadays many sorts or types of polymers are injection moulded. For example, it is estimated that one-third of all plastics materials are injection moulded-the range of products produced is enormous and increases daily. Because most moulding materials are based on plastics, in particular thermoplastics, the materials guides which form a large part of this book concentrate on the moulding of thermoplastics materials. Such guides should only be treated as general guidelines as each of the materials is normally available in a wide range of grades. These may differ in polymer molecular weight, molecular weight distribution, the additives used and their concentration, the physical form of the moulding compound, etc. A wide range of processing behaviours and end-use properties is therefore possible from any of the materials listed. This versatility is typified by the rubbery polymers which are compounded into an incredibly wide range of compounds. Because of this versatility only a very general guideline has been given for such materials.
97353;9780412586200;Groundwater Quality;Groundwater quality monitoring and testing is of paramount importance both in the developed and developing world. This book presents a series of papers illustrating the varied nature of current research into groundwater quality. Urban and rural supplies are covered through a case history approach, and the importance of remedial action to prevent deterioration is emphasized.
88340;9789401016667;A Discourse on Novelty and Creation;Over the past two decades, the number of studies of creativity has in­ creased enormously. Although these studies represent a wide variety of perspectives, the largest proportion of them falls within the province of the social and behavioral sciences. Perhaps this is due to the impetus of experimental psychologists, who recognized the special problems that arise when originality is treated under a general theory of cognition. But what­ ever the reason, human creativity has come to be viewed as one of the major concerns of the twentieth century. It has been referred to as the most pressing problem of our time. In spite of the importance of the topic, few philosophers have either analyzed or speculated systematically about creativity, as a distinct topic. This neglect may be the expression of a tacit and sometimes explicit con­ viction that creativity must be taken for granted and not subjected to analytic scrutiny. In any case, the determination of so many behavioral and social scientists not to fall behind in the search for understanding creativity has led to a proliferation of publications that are unrelated to one another and that lack dearly ordered and reflective consideration of what creativity is. Too few writers have either acknowledged or examined what they presuppose about creative acts, about human activity, and a­ bout the nature of explanation when they focus on so complex a phenome­ non as creativity.
59219;9783540630920;Extracorporeal Shock Waves in Orthopaedics;The application of extracorporeal shock waves in the locomotor apparatus offers new therapeutic concepts. This book provides an up-to-date overview on the use of shock waves in orthopaedics. The main emphasis is laid on the basics of shock wave techniques and on the impact of shock waves on cells and organs. The reader is provided with a summary of experimental and clinical results of shock wave therapy applied to the bone and the epiphyseal growth plate. Authors from five clinical centres report on their experiences with shock wave therapy in tendinosis calcarea, epicondylopathy and calcar spur. Furthermore they report on first experiences with shock wave therapy in children with cerebral paresis.
23769;9783540500889;Coordinates in Geodesy;In Coordinates in Geodesy definitions and transformations are treated based on the general principles of differential geometry for surfaces and three-dimensional Euclidean space, strictly using the tensor calculus. The broad approach applying general concepts of constructing and transforming coordinates allows clearly arranged solutions for all geodetic applications. Moreover, the great number of examples given in this book explain in detail the principles of coordinates in geodetic surveying using ellipsoids of revolution as reference surfaces.
222431;9783642330803;Beyond Data Protection;The book deals with data protection issues from practical viewpoints. 40% of the content focus on the Malaysian Personal Data Protection Act (PDPA) 2010 progress, whilst 60% of the content focus on leading comparative practical guidance from Europe. Part of the PDPA provisions is mirrored from European approaches and practices. The approach of this book is straightforward, handy and readable and is supplemented by practical applications, illustrations, tables and diagrams. Practical examples highlighted in this book range from cloud computing, radio frequency identification technology, social media networks and information security to basic related aspects of data protection issues covering strategic leadership, management, governance and audit in businesses, organisations and local authorities. Recommended best practices have been outlined for practical guidance accompanied with future challenges and opportunities for Malaysia and ASEAN. The book is equally suitable for academics, practitioners, governmental officials and regulators dealing with data protection within their sector-specific legislation.
137266;9781849966962;Biodiesel;Environmental and political concerns are generating a growing interest in alternative engine fuels such as biodiesel. Biodiesel is a renewable energy source produced from natural oils and fats, which can be used as a substitute for petroleum diesel without the need for diesel engine modification. In addition to being biodegradable and non-toxic, biodiesel is also essentially free of sulfur and aromatics, producing lower exhaust emissions than conventional gasoline whilst providing similar properties in terms of fuel efficiency. The greatest drawback of using pure vegetable oils as fuels are their high viscosity, although this can be reduced by techniques such as dilution, micro-emulsification, pyrolysis or transesterification. Of these processes, the transesterification of vegetable oil triglycerides in supercritical methanol has been shown to be particularly promising, producing high yields of low-viscosity methyl esters without the need of a catalyst. Furthermore, these methyl esters have considerably lower flash points than those of pure vegetable oils. Biodiesel: A Realistic Fuel Alternative for Diesel Engines describes the production and characterization of biodiesel, along with current experimental research work in the field. The book will be of great interest to advanced undergraduates, postgraduates and researchers in renewable energy, as well as to fuel engineers.
132761;9781848829268;Clinical Approach to Sudden Cardiac Death Syndromes;Clinical cardiologists are encountering an important challenge in the care of families with inherited cardiac diseases. The majority of the inherited cardiac diseases causing sudden death express themselves at variable ages in the form of altered muscle function – for instance hypertrophic or dilated cardiomyopathy – or in the form of arrhythmias, including Brugada syndrome and long QT syndrome. Clinical and genetic research is continuously ongoing not only to identify those at risk but also to better define their level of risk. Deciding on the most appropriate clinical tests is a challenge in inherited diseases. It is in this situation that specialized clinical-genetic clinics have appeared to provide a complete assessment of patients and family members. The clinicians in the community, faced with a growing number of questions and doubts in the caring of these individuals, are increasingly using the expertise of these centers to address the clinical decisions in their patients. Clinical Approach to Sudden Cardiac Death Syndromes details the main guidelines to clinicians on how to approach the patients and family members with an inherited disease. It also includes an in-depth review of what is currently available to assist in the diagnosis, prevention and risk stratification in sudden cardiac death. This book is therefore an essential reference for all cardiologists and electrophysiologists, but also this will be important reading for general practice physicians who may be responsible for the identification of families at risk. 
